,UDI,Product ID,Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Normalized_air_temp,Normalized_process_temp,Power [W],Machine failure Labelled
9341,9342,M24201,M,1363,46.1,8,0,0,0,0,0,0,298.29529048961336,299.2548800278923,6579.986951233333,HDF
9342,9343,H38756,H,1706,31.8,13,0,0,0,0,0,0,298.29529048961336,299.2548800278923,5681.1256924,No Failure
9343,9344,M24203,M,1391,50.4,16,0,0,0,0,0,0,298.29529048961336,299.1874825124153,7341.518839199999,No Failure
9344,9345,L56524,L,1616,33.7,18,0,0,0,0,0,0,298.1953034220864,299.1874825124153,5702.9492709333335,No Failure
9345,9346,L56525,L,1442,47.0,20,0,0,0,0,0,0,298.1953034220864,299.1874825124153,7097.270688666666,No Failure
9346,9347,M24206,M,1626,40.4,23,0,0,0,0,0,0,298.1953034220864,299.1874825124153,6879.0767912,No Failure
9347,9348,M24207,M,1426,42.6,26,0,0,0,0,0,0,298.1953034220864,299.12008499693826,6361.4684228,No Failure
9348,9349,L56528,L,1436,49.1,28,0,0,0,0,0,0,298.1953034220864,299.12008499693826,7383.532369466667,No Failure
9349,9350,M24209,M,1599,36.2,31,0,0,0,0,0,0,298.1953034220864,299.12008499693826,6061.5722414,No Failure
9351,9352,L56531,L,1645,30.4,35,0,0,0,0,0,0,298.29529048961336,299.1874825124153,5236.821090666666,No Failure
9352,9353,L56532,L,1780,27.9,37,0,0,0,0,0,0,298.1953034220864,299.12008499693826,5200.588086,No Failure
9353,9354,L56533,L,1345,44.3,39,0,0,0,0,0,0,298.1953034220864,299.1874825124153,6239.564258833333,HDF
9354,9355,M24214,M,1607,31.9,42,0,0,0,0,0,0,298.1953034220864,299.1874825124153,5368.275688233333,No Failure
9355,9356,L56535,L,1708,28.0,44,0,0,0,0,0,0,298.29529048961336,299.2548800278923,5008.113338666666,No Failure
9356,9357,L56536,L,1270,52.7,46,0,0,0,0,0,0,298.29529048961336,299.2548800278923,7008.782570333334,HDF
9357,9358,M24217,M,1646,25.4,49,0,0,0,0,0,0,298.29529048961336,299.2548800278923,4378.161711866666,No Failure
9358,9359,L56538,L,1407,45.1,51,0,0,0,0,0,0,298.1953034220864,299.12008499693826,6645.059752100001,No Failure
9359,9360,M24219,M,1581,47.4,54,0,0,0,0,0,0,298.0953163545595,299.12008499693826,7847.628988199999,No Failure
9360,9361,L56540,L,1532,42.6,56,0,0,0,0,0,0,297.9953292870326,299.05268748146125,6834.3405496,No Failure
9361,9362,L56541,L,1610,33.1,58,0,0,0,0,0,0,297.9953292870326,299.05268748146125,5580.615756333334,No Failure
9362,9363,M24222,M,1682,33.0,61,0,0,0,0,0,0,297.9953292870326,298.98528996598424,5812.569818,No Failure
9363,9364,L56543,L,1519,34.3,63,0,0,0,0,0,0,297.8953422195056,298.98528996598424,5456.072656766666,No Failure
9364,9365,L56544,L,1683,28.5,65,0,0,0,0,0,0,297.8953422195056,298.98528996598424,5022.9311715,No Failure
9365,9366,M24225,M,1254,55.8,68,0,0,0,0,0,0,297.9953292870326,299.05268748146125,7327.5701796,HDF
9366,9367,L56546,L,1461,48.0,70,0,0,0,0,0,0,297.9953292870326,298.98528996598424,7343.780784,No Failure
9367,9368,L56547,L,1472,45.1,72,0,0,0,0,0,0,297.8953422195056,298.98528996598424,6952.0454549333335,No Failure
9368,9369,L56548,L,1510,38.6,74,0,0,0,0,0,0,297.6953680844518,298.9178924505072,6103.690491333334,No Failure
9369,9370,M24229,M,1547,36.8,77,0,0,0,0,0,0,297.6953680844518,298.8504949350302,5961.648735466665,No Failure
9370,9371,H38784,H,1418,51.9,82,0,0,0,0,0,0,297.6953680844518,298.9178924505072,7706.7600926,No Failure
9371,9372,L56551,L,1289,51.3,84,0,0,0,0,0,0,297.6953680844518,298.9178924505072,6924.661262099999,HDF
9372,9373,L56552,L,1487,41.4,86,0,0,0,0,0,0,297.6953680844518,298.9178924505072,6446.731175399999,No Failure
9373,9374,L56553,L,1453,45.5,88,0,0,0,0,0,0,297.6953680844518,298.98528996598424,6923.174242833334,No Failure
9374,9375,M24234,M,1466,44.7,91,0,0,0,0,0,0,297.79535515197875,298.98528996598424,6862.3007006,No Failure
9375,9376,H38789,H,1288,49.5,96,0,0,0,0,0,0,297.6953680844518,298.9178924505072,6676.507068,HDF
9376,9377,H38790,H,1738,27.7,101,0,0,0,0,0,0,297.6953680844518,298.9178924505072,5041.477024466666,No Failure
9377,9378,H38791,H,1488,41.0,106,0,0,0,0,0,0,297.6953680844518,298.8504949350302,6388.737424000001,No Failure
9378,9379,L56558,L,1816,28.8,108,0,0,0,0,0,0,297.59538101692493,298.8504949350302,5476.9223424,No Failure
9379,9380,L56559,L,1419,48.5,110,0,0,0,0,0,0,297.495393949398,298.7830974195532,7206.964539499999,No Failure
9380,9381,L56560,L,1435,45.7,112,0,0,0,0,0,0,297.39540688187105,298.7156999040762,6867.463380166667,No Failure
9381,9382,M24241,M,1480,42.4,115,0,0,0,0,0,0,297.495393949398,298.7156999040762,6571.368522666665,No Failure
9382,9383,L56562,L,1610,33.6,117,0,0,0,0,0,0,297.495393949398,298.7830974195532,5664.915088,No Failure
9383,9384,H38797,H,1548,38.2,122,0,0,0,0,0,0,297.495393949398,298.7156999040762,6192.4508808,No Failure
9384,9385,M24244,M,1379,57.4,125,0,0,0,0,0,0,297.59538101692493,298.7156999040762,8289.043327133331,HDF
9385,9386,M24245,M,1907,23.5,128,0,0,0,0,0,0,297.495393949398,298.7156999040762,4692.959501833333,No Failure
9386,9387,M24246,M,2033,16.7,131,0,0,0,0,0,0,297.495393949398,298.6483023885992,3555.3478749666665,No Failure
9387,9388,H38801,H,1390,52.0,136,0,0,0,0,0,0,297.39540688187105,298.5809048731221,7569.137506666665,No Failure
9388,9389,M24248,M,1544,37.9,139,0,0,0,0,0,0,297.495393949398,298.5809048731221,6127.943566133333,No Failure
9389,9390,L56569,L,1258,57.4,141,0,0,0,0,0,0,297.59538101692493,298.6483023885992,7561.723354266665,HDF
9390,9391,M24250,M,1560,39.0,144,0,0,0,0,0,0,297.495393949398,298.6483023885992,6371.144520000001,No Failure
9391,9392,H38805,H,2071,18.5,149,0,0,0,0,0,0,297.59538101692493,298.7830974195532,4012.176948833333,No Failure
9392,9393,L56572,L,1437,46.3,151,0,0,0,0,0,0,297.59538101692493,298.7156999040762,6967.324054299999,No Failure
9393,9394,H38807,H,1489,43.0,156,0,0,0,0,0,0,297.6953680844518,298.7830974195532,6704.8860976666665,No Failure
9394,9395,L56574,L,1334,53.0,158,0,0,0,0,0,0,297.6953680844518,298.7830974195532,7403.889872666667,HDF
9395,9396,L56575,L,1500,39.9,160,0,0,0,0,0,0,297.6953680844518,298.7830974195532,6267.472049999999,No Failure
9396,9397,L56576,L,1498,47.3,162,0,0,0,0,0,0,297.79535515197875,298.8504949350302,7419.953869533332,No Failure
9397,9398,M24257,M,1370,53.4,165,0,0,0,0,0,0,297.6953680844518,298.7830974195532,7661.0813739999985,HDF
9398,9399,H38812,H,1526,40.1,170,0,0,0,0,0,0,297.6953680844518,298.7830974195532,6408.0686744666655,No Failure
9399,9400,L56579,L,1477,44.8,172,0,0,0,0,0,0,297.79535515197875,298.8504949350302,6929.2584554666655,No Failure
9400,9401,L56580,L,1446,43.9,174,0,0,0,0,0,0,297.6953680844518,298.7830974195532,6647.541608199999,No Failure
9401,9402,M24261,M,1720,25.6,177,0,0,0,0,0,0,297.6953680844518,298.7830974195532,4611.016362666666,No Failure
9402,9403,L56582,L,1734,30.7,179,0,0,0,0,0,0,297.6953680844518,298.7156999040762,5574.6257914,No Failure
9403,9404,L56583,L,1697,29.1,181,0,0,0,0,0,0,297.6953680844518,298.7156999040762,5171.3398831,No Failure
9404,9405,L56584,L,2007,19.3,183,0,0,0,0,0,0,297.6953680844518,298.7830974195532,4056.3267603,No Failure
9405,9406,M24265,M,1469,48.8,186,0,0,0,0,0,0,297.6953680844518,298.7156999040762,7507.059688266666,No Failure
9407,9408,L56587,L,1435,50.1,191,0,0,0,0,0,0,297.79535515197875,298.8504949350302,7528.6633555,No Failure
9408,9409,H38822,H,1637,34.5,196,0,0,0,0,0,0,297.8953422195056,298.9178924505072,5914.2002545000005,No Failure
9409,9410,L56589,L,1664,28.3,198,0,0,0,0,0,0,297.9953292870326,298.98528996598424,4931.374766933333,No Failure
9410,9411,M24270,M,1666,31.0,201,0,0,0,0,0,0,297.9953292870326,298.98528996598424,5408.351904666667,TWF
9411,9412,L56591,L,1404,46.6,203,0,0,0,0,0,0,297.9953292870326,298.98528996598424,6851.4307992,TWF
9412,9413,L56592,L,1702,26.7,205,0,0,0,0,0,0,297.9953292870326,298.98528996598424,4758.817700199999,TWF
9413,9414,L56593,L,1439,44.9,207,0,0,0,0,0,0,298.0953163545595,299.05268748146125,6766.052854966668,TWF
9414,9415,L56594,L,1354,53.9,209,1,0,0,0,1,0,298.0953163545595,299.05268748146125,7642.504105133333,"TWF, HDF, OSF"
9415,9416,M24275,M,1361,44.2,3,0,0,0,0,0,0,298.1953034220864,299.12008499693826,6299.537211933334,HDF
9416,9417,M24276,M,1463,45.9,6,0,0,0,0,0,0,298.0953163545595,298.98528996598424,7032.103640099999,No Failure
9417,9418,H38831,H,1515,43.8,11,0,0,0,0,0,0,298.0953163545595,298.9178924505072,6948.882920999999,No Failure
9418,9419,L56598,L,1432,46.2,13,0,0,0,0,0,0,297.9953292870326,298.9178924505072,6928.0855952,No Failure
9419,9420,L56599,L,1911,22.0,15,0,0,0,0,0,0,297.9953292870326,298.9178924505072,4402.624226,No Failure
9420,9421,L56600,L,1472,42.0,17,0,0,0,0,0,0,297.9953292870326,298.9178924505072,6474.188671999999,No Failure
9421,9422,M24281,M,1382,54.5,20,0,0,0,0,0,0,298.0953163545595,298.98528996598424,7887.380573666666,No Failure
9422,9423,L56602,L,1665,29.6,22,0,0,0,0,0,0,298.0953163545595,298.98528996598424,5161.004051999999,No Failure
9423,9424,L56603,L,1676,30.5,24,0,0,0,0,0,0,298.0953163545595,298.98528996598424,5353.059920666666,No Failure
9424,9425,M24284,M,1585,33.0,27,0,0,0,0,0,0,297.9953292870326,298.98528996598424,5477.362165,No Failure
9425,9426,M24285,M,1415,46.3,30,0,0,0,0,0,0,298.0953163545595,299.05268748146125,6860.656601833332,No Failure
9426,9427,L56606,L,1341,55.7,32,0,0,0,0,0,0,298.0953163545595,299.12008499693826,7821.899366099999,HDF
9427,9428,L56607,L,1540,34.8,34,0,0,0,0,0,0,298.1953034220864,299.1874825124153,5612.136376,No Failure
9428,9429,H38842,H,1837,28.4,39,0,0,0,0,0,0,298.1953034220864,299.1874825124153,5463.308785733333,No Failure
9429,9430,L56609,L,1498,36.0,41,0,0,0,0,0,0,298.1953034220864,299.1874825124153,5647.322184,No Failure
9430,9431,L56610,L,1671,28.8,43,0,0,0,0,0,0,298.0953163545595,299.12008499693826,5039.6130144,No Failure
9431,9432,L56611,L,1430,57.0,45,0,0,0,0,0,0,297.9953292870326,299.05268748146125,8535.70003,No Failure
9432,9433,L56612,L,1619,40.1,47,0,0,0,0,0,0,297.9953292870326,299.12008499693826,6798.599727366666,No Failure
9433,9434,M24293,M,1430,51.9,50,0,0,0,0,0,0,297.9953292870326,299.12008499693826,7771.979501,No Failure
9434,9435,L56614,L,1626,33.3,52,0,0,0,0,0,0,297.9953292870326,299.05268748146125,5670.1301274,No Failure
9435,9436,L56615,L,1443,49.3,54,0,0,0,0,0,0,297.9953292870326,299.12008499693826,7449.7466147,No Failure
9436,9437,L56616,L,1481,42.5,56,0,0,0,0,0,0,297.9953292870326,299.05268748146125,6591.317619166666,No Failure
9437,9438,M24297,M,1527,43.0,59,0,0,0,0,0,0,298.0953163545595,299.12008499693826,6875.998033,No Failure
9438,9439,M24298,M,1315,56.8,62,0,0,0,0,0,0,298.0953163545595,299.12008499693826,7821.721342666666,HDF
9439,9440,M24299,M,1433,48.2,65,0,0,0,0,0,0,298.0953163545595,299.1874825124153,7233.050208466668,No Failure
9440,9441,M24300,M,1378,53.5,68,0,0,0,0,0,0,298.0953163545595,299.1874825124153,7720.247985666668,HDF
9441,9442,L56621,L,1432,43.4,70,0,0,0,0,0,0,298.0953163545595,299.1874825124153,6508.201619733333,No Failure
9442,9443,M24302,M,1394,47.9,73,0,0,0,0,0,0,298.0953163545595,299.1874825124153,6992.404414466666,No Failure
9443,9444,H38857,H,1411,53.8,78,0,0,0,0,0,0,297.9953292870326,299.1874825124153,7949.4583920666655,No Failure
9445,9446,M24305,M,1446,45.8,83,0,0,0,0,0,0,298.1953034220864,299.3222775433693,6935.248420399999,No Failure
9446,9447,H38860,H,1388,53.5,88,0,0,0,0,0,0,298.0953163545595,299.2548800278923,7776.273007333333,No Failure
9447,9448,M24307,M,1323,51.7,91,0,0,0,0,0,0,298.0953163545595,299.2548800278923,7162.7309523,HDF
9448,9449,L56628,L,1780,29.3,93,0,0,0,0,0,0,298.1953034220864,299.3222775433693,5461.549495333334,No Failure
9449,9450,M24309,M,1434,41.8,96,0,0,0,0,0,0,298.0953163545595,299.1874825124153,6277.0224836,No Failure
9450,9451,M24310,M,1494,42.6,99,0,0,0,0,0,0,297.9953292870326,299.12008499693826,6664.8203532,No Failure
9451,9452,H38865,H,1536,39.6,104,0,0,0,0,0,0,297.9953292870326,299.12008499693826,6369.636556799999,No Failure
9452,9453,M24312,M,1392,53.4,107,0,0,0,0,0,0,297.9953292870326,299.12008499693826,7784.1060384,No Failure
9453,9454,H38867,H,1360,56.8,112,0,0,0,0,0,0,298.1953034220864,299.3222775433693,8089.384810666666,HDF
9454,9455,L56634,L,1583,35.4,114,0,0,0,0,0,0,298.3952775571402,299.4570725743233,5868.3016246,No Failure
9455,9456,L56635,L,1983,20.2,116,0,0,0,0,0,0,298.4952646246672,299.4570725743233,4194.7137998,No Failure
9456,9457,L56636,L,1630,33.3,118,0,0,0,0,0,0,298.4952646246672,299.5244700898004,5684.078786999999,No Failure
9457,9458,M24317,M,1692,26.7,121,0,0,0,0,0,0,298.4952646246672,299.5244700898004,4730.8575492,No Failure
9458,9459,L56638,L,1417,40.6,123,0,0,0,0,0,0,298.3952775571402,299.3896750588464,6024.543367266667,No Failure
9459,9460,L56639,L,1579,36.1,125,0,0,0,0,0,0,298.3952775571402,299.3896750588464,5969.219967366666,No Failure
9460,9461,M24320,M,1399,45.2,128,0,0,0,0,0,0,298.3952775571402,299.4570725743233,6621.927177733332,No Failure
9461,9462,M24321,M,1414,46.4,131,0,0,0,0,0,0,298.3952775571402,299.4570725743233,6870.615442133332,No Failure
9462,9463,L56642,L,1570,40.1,133,0,0,0,0,0,0,298.4952646246672,299.5244700898004,6592.836054333334,No Failure
9463,9464,M24323,M,1552,36.8,136,0,0,0,0,0,0,298.4952646246672,299.5244700898004,5980.917154133332,No Failure
9464,9465,L56644,L,1440,48.2,138,0,0,0,0,0,0,298.5952516921941,299.59186760527734,7268.382624,No Failure
9465,9466,M24325,M,1460,43.8,141,0,0,0,0,0,0,298.5952516921941,299.59186760527734,6696.613243999998,No Failure
9466,9467,L56646,L,1471,48.0,143,0,0,0,0,0,0,298.5952516921941,299.59186760527734,7394.046223999999,No Failure
9467,9468,L56647,L,1702,27.6,145,0,0,0,0,0,0,298.5952516921941,299.5244700898004,4919.2272856,No Failure
9468,9469,L56648,L,1375,55.4,147,0,0,0,0,0,0,298.5952516921941,299.59186760527734,7977.020608333333,HDF
9469,9470,L56649,L,1698,33.2,149,0,0,0,0,0,0,298.5952516921941,299.59186760527734,5903.424600800001,No Failure
9470,9471,H38884,H,1439,47.1,154,0,0,0,0,0,0,298.5952516921941,299.59186760527734,7097.574375700001,No Failure
9471,9472,M24331,M,1774,27.5,157,0,0,0,0,0,0,298.5952516921941,299.59186760527734,5108.748938333333,No Failure
9472,9473,M24332,M,1375,48.3,160,0,0,0,0,0,0,298.695238759721,299.59186760527734,6954.6948625,HDF
9473,9474,L56653,L,1446,40.0,162,0,0,0,0,0,0,298.695238759721,299.6592651207544,6056.985519999999,No Failure
9474,9475,M24334,M,1455,46.8,165,0,0,0,0,0,0,298.695238759721,299.7266626362314,7130.780981999998,No Failure
9475,9476,L56655,L,1523,41.9,167,0,0,0,0,0,0,298.7952258272479,299.7266626362314,6682.549392766666,No Failure
9476,9477,M24336,M,1692,31.9,170,0,0,0,0,0,0,298.7952258272479,299.7266626362314,5652.2230644,No Failure
9477,9478,M24337,M,1693,33.3,173,0,0,0,0,0,0,298.7952258272479,299.7266626362314,5903.7701757,No Failure
9478,9479,L56658,L,1890,24.0,175,0,0,0,0,0,0,298.7952258272479,299.7266626362314,4750.08408,No Failure
9479,9480,H38893,H,1600,33.5,180,0,0,0,0,0,0,298.89521289477483,299.7266626362314,5612.974133333333,No Failure
9480,9481,M24340,M,1434,43.8,183,0,0,0,0,0,0,298.89521289477483,299.7266626362314,6577.3584876,No Failure
9481,9482,L56661,L,1365,50.9,185,0,0,0,0,0,0,298.89521289477483,299.7266626362314,7275.7653605,HDF
9482,9483,H38896,H,1309,57.4,190,0,0,0,0,0,0,298.7952258272479,299.7266626362314,7868.279706466666,HDF
9483,9484,H38897,H,1546,35.3,195,0,0,0,0,0,0,298.89521289477483,299.7266626362314,5714.950144733332,No Failure
9484,9485,L56664,L,1663,33.7,197,0,0,0,0,0,0,298.89521289477483,299.7266626362314,5868.814750966668,No Failure
9485,9486,L56665,L,1589,34.2,199,0,0,0,0,0,0,298.89521289477483,299.7266626362314,5690.864621400001,No Failure
9486,9487,M24346,M,1472,46.0,202,0,0,0,0,0,0,298.89521289477483,299.7266626362314,7090.7780693333325,TWF
9487,9488,L56667,L,1583,39.8,204,0,0,0,0,0,0,298.89521289477483,299.7266626362314,6597.695046866666,TWF
9488,9489,M24348,M,1567,34.5,207,0,0,0,0,0,0,298.89521289477483,299.7266626362314,5661.302259499999,TWF
9489,9490,L56669,L,1407,41.9,209,0,0,0,0,0,0,298.89521289477483,299.79406015170844,6173.5699249,TWF
9490,9491,M24350,M,1418,44.7,212,0,0,0,0,0,0,298.99519996230174,299.79406015170844,6637.614183800001,TWF
9491,9492,M24351,M,1489,40.7,215,0,0,0,0,0,0,298.99519996230174,299.79406015170844,6346.252655233334,TWF
9492,9493,L56672,L,1586,36.6,217,0,0,0,0,0,0,299.0951870298287,299.92885518266246,6078.725322800001,TWF
9493,9494,L56673,L,1398,55.4,219,1,0,0,0,1,0,299.0951870298287,299.86145766718545,8110.4544076,"TWF, OSF"
9494,9495,L56674,L,1516,41.4,221,0,0,0,0,0,0,299.1951740973556,299.92885518266246,6572.457607199999,TWF
9495,9496,H38909,H,1373,44.8,226,0,0,0,0,0,0,299.29516116488253,299.9962526981395,6441.348584533332,"TWF, HDF"
9496,9497,M24356,M,1349,50.4,229,0,0,0,0,0,0,299.1951740973556,299.9962526981395,7119.8482488,"TWF, HDF"
9497,9498,H38911,H,1443,40.3,5,0,0,0,0,0,0,299.0951870298287,299.92885518266246,6089.752303699999,No Failure
9498,9499,H38912,H,1542,36.1,10,0,0,0,0,0,0,299.1951740973556,300.0636502136165,5829.3459086,No Failure
9499,9500,L56679,L,1534,37.7,12,0,0,0,0,0,0,299.1951740973556,300.0636502136165,6056.126818733334,No Failure
9500,9501,L56680,L,1697,30.6,14,0,0,0,0,0,0,299.1951740973556,300.1310477290935,5437.9037946,No Failure
9501,9502,L56681,L,1396,47.4,16,0,0,0,0,0,0,299.29516116488253,300.1984452445705,6929.342231199999,No Failure
9502,9503,L56682,L,1495,49.2,18,0,0,0,0,0,0,299.29516116488253,300.1310477290935,7702.550362000001,No Failure
9503,9504,M24363,M,1551,44.8,21,0,0,0,0,0,0,299.1951740973556,300.1984452445705,7276.4250944,No Failure
9504,9505,L56684,L,1440,47.0,23,0,0,0,0,0,0,299.1951740973556,300.1984452445705,7087.427039999999,No Failure
9505,9506,L56685,L,1429,40.1,25,0,0,0,0,0,0,299.1951740973556,300.1984452445705,6000.740587033334,No Failure
9506,9507,H38920,H,1548,41.6,30,0,0,0,0,0,0,299.29516116488253,300.2658427600475,6743.6114304,No Failure
9507,9508,L56687,L,1505,38.8,32,0,0,0,0,0,0,299.29516116488253,300.33324027552453,6115.0002153333335,No Failure
9508,9509,L56688,L,1611,36.4,34,0,0,0,0,0,0,299.1951740973556,300.2658427600475,6140.8031412,No Failure
9509,9510,M24369,M,1502,39.8,37,0,0,0,0,0,0,299.1951740973556,300.2658427600475,6260.099785466666,No Failure
9510,9511,M24370,M,1504,43.3,40,0,0,0,0,0,0,299.1951740973556,300.2658427600475,6819.679796266666,No Failure
9511,9512,L56691,L,1449,40.7,42,0,0,0,0,0,0,299.0951870298287,300.1984452445705,6175.7690379000005,No Failure
9512,9513,L56692,L,1575,37.8,44,0,0,0,0,0,0,298.99519996230174,300.1310477290935,6234.485354999999,No Failure
9513,9514,M24373,M,1598,33.4,47,0,0,0,0,0,0,298.99519996230174,300.1310477290935,5589.2237129333325,No Failure
9514,9515,L56694,L,1416,45.9,49,0,0,0,0,0,0,298.99519996230174,300.0636502136165,6806.191903199999,No Failure
9515,9516,L56695,L,1682,28.8,51,0,0,0,0,0,0,298.99519996230174,300.1310477290935,5072.7882048,No Failure
9516,9517,L56696,L,1341,54.5,53,0,0,0,0,0,0,298.89521289477483,300.0636502136165,7653.384478499999,HDF
9517,9518,L56697,L,1523,39.1,55,0,0,0,0,0,0,298.89521289477483,300.0636502136165,6235.982846233333,No Failure
9518,9519,L56698,L,1580,41.9,57,0,0,0,0,0,0,298.99519996230174,300.0636502136165,6932.651372666667,No Failure
9519,9520,L56699,L,1531,36.0,59,0,0,0,0,0,0,298.99519996230174,300.0636502136165,5771.729147999999,No Failure
9520,9521,L56700,L,1375,48.9,61,0,0,0,0,0,0,298.99519996230174,300.0636502136165,7041.088587499999,HDF
9521,9522,M24381,M,1484,40.4,64,0,0,0,0,0,0,298.89521289477483,300.0636502136165,6278.321007466667,No Failure
9522,9523,M24382,M,1657,32.3,67,0,0,0,0,0,0,298.99519996230174,300.1310477290935,5604.711751633333,No Failure
9523,9524,L56703,L,1494,40.6,69,0,0,0,0,0,0,298.99519996230174,300.1310477290935,6351.9179892,No Failure
9524,9525,H38938,H,1658,27.6,74,0,0,0,0,0,0,298.99519996230174,300.1984452445705,4792.0557224,No Failure
9525,9526,L56705,L,1411,42.1,76,0,0,0,0,0,0,299.0951870298287,300.1984452445705,6220.672830966666,No Failure
9526,9527,M24386,M,1395,55.4,79,0,0,0,0,0,0,299.1951740973556,300.2658427600475,8093.049999,No Failure
9527,9528,L56707,L,1550,43.9,81,0,0,0,0,0,0,299.0951870298287,300.2658427600475,7125.649718333333,No Failure
9528,9529,M24388,M,1233,59.0,84,0,0,0,0,0,0,299.0951870298287,300.1984452445705,7618.041591,HDF
9529,9530,L56709,L,1459,46.7,86,0,0,0,0,0,0,299.0951870298287,300.1984452445705,7135.105904233335,No Failure
9530,9531,H38944,H,1405,53.6,91,0,0,0,0,0,0,299.0951870298287,300.2658427600475,7886.228657333332,No Failure
9531,9532,L56711,L,1458,44.1,93,0,0,0,0,0,0,299.1951740973556,300.33324027552453,6733.2441834,No Failure
9532,9533,L56712,L,1384,48.7,95,0,0,0,0,0,0,299.1951740973556,300.33324027552453,7058.189309066667,No Failure
9533,9534,L56713,L,1705,29.5,97,0,0,0,0,0,0,299.1951740973556,300.33324027552453,5267.137434166666,No Failure
9534,9535,L56714,L,1443,45.7,99,0,0,0,0,0,0,299.29516116488253,300.4006377910016,6905.7488903,No Failure
9535,9536,M24395,M,1609,31.4,102,0,0,0,0,0,0,299.29516116488253,300.4006377910016,5290.709831133333,No Failure
9536,9537,L56716,L,1818,26.0,104,0,0,0,0,0,0,299.29516116488253,300.33324027552453,4949.889203999999,No Failure
9537,9538,M24397,M,1457,42.1,107,0,0,0,0,0,0,299.29516116488253,300.4006377910016,6423.472937433333,No Failure
9538,9539,L56718,L,1480,45.1,109,0,0,0,0,0,0,299.29516116488253,300.4006377910016,6989.828310666666,No Failure
9539,9540,L56719,L,1424,47.7,111,0,0,0,0,0,0,299.3951482324094,300.5354328219556,7113.0624144,No Failure
9540,9541,M24400,M,1628,40.2,114,0,0,0,0,0,0,299.3951482324094,300.5354328219556,6853.441416799999,No Failure
9541,9542,M24401,M,1754,31.3,117,0,0,0,0,0,0,299.49513529993635,300.5354328219556,5749.130643933333,No Failure
9542,9543,L56722,L,1716,28.5,119,0,0,0,0,0,0,299.59512236746326,300.6028303374326,5121.420018,No Failure
9543,9544,M24403,M,1378,48.7,122,0,0,0,0,0,0,299.49513529993635,300.6028303374326,7027.590222466668,HDF
9544,9545,L56724,L,1708,31.0,124,0,0,0,0,0,0,299.59512236746326,300.67022785290965,5544.696910666667,No Failure
9545,9546,L56725,L,1430,38.3,126,0,0,0,0,0,0,299.59512236746326,300.67022785290965,5735.391423666666,No Failure
9546,9547,M24406,M,1560,43.9,129,0,0,0,0,0,0,299.6951094349902,300.80502288386367,7171.621652000001,No Failure
9547,9548,L56727,L,1679,30.7,131,0,0,0,0,0,0,299.59512236746326,300.73762536838666,5397.806634233332,No Failure
9548,9549,L56728,L,1521,37.2,133,0,0,0,0,0,0,299.59512236746326,300.73762536838666,5925.1644036,No Failure
9549,9550,M24409,M,1649,33.8,136,0,0,0,0,0,0,299.59512236746326,300.73762536838666,5836.676285266666,No Failure
9550,9551,M24410,M,1451,43.3,139,0,0,0,0,0,0,299.49513529993635,300.67022785290965,6579.358633233332,No Failure
9551,9552,L56731,L,1391,48.9,141,0,0,0,0,0,0,299.3951482324094,300.5354328219556,7123.021254699999,No Failure
9552,9553,M24412,M,1523,40.9,144,0,0,0,0,0,0,299.29516116488253,300.5354328219556,6523.061340433333,No Failure
9553,9554,L56733,L,1495,39.2,146,0,0,0,0,0,0,299.29516116488253,300.4680353064785,6136.991345333334,No Failure
9554,9555,M24414,M,1440,45.5,149,0,0,0,0,0,0,299.29516116488253,300.4680353064785,6861.23256,No Failure
9555,9556,H38969,H,1585,31.4,154,0,0,0,0,0,0,299.3951482324094,300.5354328219556,5211.793090333333,No Failure
9556,9557,L56736,L,1374,48.3,156,0,0,0,0,0,0,299.49513529993635,300.5354328219556,6949.636902599999,HDF
9557,9558,M24417,M,1507,40.2,159,0,0,0,0,0,0,299.49513529993635,300.5354328219556,6344.0640142,No Failure
9558,9559,M24418,M,1577,34.6,162,0,0,0,0,0,0,299.49513529993635,300.6028303374326,5713.944835933333,No Failure
9559,9560,L56739,L,1496,38.5,164,0,0,0,0,0,0,299.49513529993635,300.6028303374326,6031.433921333333,No Failure
9560,9561,L56740,L,1487,42.5,166,0,0,0,0,0,0,299.59512236746326,300.6028303374326,6618.021134166666,No Failure
9561,9562,L56741,L,1853,26.3,168,0,0,0,0,0,0,299.59512236746326,300.6028303374326,5103.397763366666,No Failure
9562,9563,M24422,M,1435,50.1,171,0,0,0,0,0,0,299.6951094349902,300.67022785290965,7528.6633555,No Failure
9563,9564,M24423,M,1763,25.5,174,0,0,0,0,0,0,299.7950965025171,300.73762536838666,4707.829694499999,No Failure
9564,9565,L56744,L,1820,24.9,176,0,0,0,0,0,0,299.7950965025171,300.73762536838666,4745.685854,No Failure
9565,9566,M24425,M,1498,38.1,179,0,0,0,0,0,0,299.7950965025171,300.73762536838666,5976.7493114,No Failure
9566,9567,L56746,L,1603,35.1,181,0,0,0,0,0,0,299.7950965025171,300.73762536838666,5892.0834609,No Failure
9567,9568,L56747,L,1412,42.5,183,0,0,0,0,0,0,299.7950965025171,300.73762536838666,6284.227196666667,No Failure
9568,9569,L56748,L,1588,38.0,185,0,0,0,0,0,0,299.7950965025171,300.73762536838666,6319.203565333333,No Failure
