,Unnamed: 0,UDI,Product Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],Normalized_air_temp,Normalized_process_temp,Power [W],Machine failure Labelled
8197,8341,8342,L,1751,29.6,162,298.7952258272479,299.79406015170844,5427.578435466666,No Failure
8198,8342,8343,L,1510,40.6,164,298.695238759721,299.79406015170844,6419.943884666667,No Failure
8199,8343,8344,H,1437,48.2,169,298.7952258272479,299.86145766718545,7253.2401602,No Failure
8200,8344,8345,L,1609,40.4,171,298.7952258272479,299.79406015170844,6807.155324133333,No Failure
8201,8345,8346,H,1490,35.9,176,298.7952258272479,299.86145766718545,5601.559689666667,No Failure
8202,8346,8347,L,1601,35.7,178,298.695238759721,299.79406015170844,5985.3258521,No Failure
8203,8347,8348,L,1665,31.1,180,298.695238759721,299.7266626362314,5422.541419499999,No Failure
8204,8348,8349,M,1452,42.7,183,298.695238759721,299.7266626362314,6492.6612212,No Failure
8205,8349,8350,M,1487,33.6,186,298.695238759721,299.6592651207544,5232.1296496,No Failure
8206,8350,8351,M,1382,48.1,189,298.695238759721,299.7266626362314,6961.156065933334,No Failure
8207,8351,8352,M,1686,26.2,192,298.695238759721,299.7266626362314,4625.8027796,No Failure
8208,8352,8353,L,1491,36.9,194,298.5952516921941,299.7266626362314,5761.456148699998,No Failure
8209,8353,8354,L,1442,55.6,196,298.695238759721,299.7266626362314,8395.920218933332,No Failure
8210,8354,8355,L,1390,50.3,198,298.5952516921941,299.7266626362314,7321.6849343333315,No Failure
8211,8355,8356,L,1502,46.7,200,298.695238759721,299.7266626362314,7345.393466866667,TWF
8212,8356,8357,M,1344,59.4,203,298.5952516921941,299.7266626362314,8360.147980799999,"TWF, HDF, OSF"
8213,8357,8358,L,1385,46.3,205,298.4952646246672,299.6592651207544,6715.200984833332,TWF
8214,8358,8359,L,1547,37.4,2,298.695238759721,299.79406015170844,6058.8495300666655,No Failure
8215,8359,8360,M,1525,42.4,5,298.5952516921941,299.7266626362314,6771.173646666667,No Failure
8216,8360,8361,L,1540,35.8,7,298.5952516921941,299.7266626362314,5773.404662666667,No Failure
8217,8361,8362,L,1450,44.3,9,298.5952516921941,299.6592651207544,6726.667788333332,No Failure
8218,8362,8363,L,1353,62.5,11,298.5952516921941,299.7266626362314,8855.356812499998,HDF
8219,8363,8364,L,1582,45.0,13,298.7952258272479,299.79406015170844,7454.993069999999,No Failure
8220,8364,8365,L,1396,49.0,15,298.89521289477483,299.86145766718545,7163.244078666666,No Failure
8221,8365,8366,M,1551,36.6,18,298.7952258272479,299.86145766718545,5944.579429800001,No Failure
8222,8366,8367,M,1836,22.8,21,298.89521289477483,299.86145766718545,4383.6490224,No Failure
8223,8367,8368,L,1390,49.9,23,298.89521289477483,299.86145766718545,7263.4607996666655,No Failure
8224,8368,8369,L,1534,42.1,25,298.89521289477483,299.86145766718545,6762.942680866668,No Failure
8225,8369,8370,L,1953,20.6,27,298.7952258272479,299.79406015170844,4213.0606854,No Failure
8226,8370,8371,L,1634,33.6,29,298.7952258272479,299.86145766718545,5749.3610272,No Failure
8227,8371,8372,L,1881,21.7,31,298.695238759721,299.79406015170844,4274.4159381,No Failure
8228,8372,8373,M,1448,44.8,34,298.7952258272479,299.79406015170844,6793.2066645333325,No Failure
8229,8373,8374,M,1362,50.5,37,298.695238759721,299.79406015170844,7202.723393,HDF
8230,8374,8375,L,1225,63.4,39,298.7952258272479,299.79406015170844,8133.052911666666,HDF
8231,8375,8376,M,1384,48.2,42,298.7952258272479,299.7266626362314,6985.723299733334,No Failure
8232,8376,8377,L,1334,49.3,44,298.7952258272479,299.86145766718545,6887.014541933333,HDF
8233,8377,8378,L,1336,50.3,46,298.7952258272479,299.79406015170844,7037.245375733332,HDF
8234,8378,8379,M,1331,61.6,49,298.7952258272479,299.92885518266246,8585.923582133333,HDF
8235,8379,8380,L,1629,31.9,51,298.7952258272479,299.92885518266246,5441.7679503,No Failure
8236,8380,8381,L,1776,25.7,53,298.89521289477483,299.9962526981395,4779.740689599999,No Failure
8237,8381,8382,H,1530,38.3,58,298.7952258272479,299.9962526981395,6136.467747,No Failure
8238,8382,8383,L,1719,27.3,60,298.89521289477483,299.9962526981395,4914.3578211,No Failure
8239,8383,8384,M,1495,35.2,63,298.7952258272479,299.92885518266246,5510.767738666667,No Failure
8240,8384,8385,L,1450,43.1,65,298.7952258272479,299.79406015170844,6544.455568333333,No Failure
8241,8385,8386,H,1563,38.8,70,298.7952258272479,299.86145766718545,6350.661353199999,No Failure
8242,8386,8387,M,1501,37.1,73,298.89521289477483,299.92885518266246,5831.534549633333,No Failure
8243,8387,8388,L,1351,47.2,75,298.7952258272479,299.92885518266246,6677.679928266667,HDF
8244,8388,8389,L,1365,46.5,77,298.89521289477483,299.92885518266246,6646.819042499999,HDF
8245,8389,8390,L,1525,39.7,79,298.7952258272479,299.92885518266246,6339.990419166667,No Failure
8246,8390,8391,M,1288,61.9,82,298.7952258272479,299.86145766718545,8349.005808266666,HDF
8247,8391,8392,L,1423,42.7,84,298.5952516921941,299.7266626362314,6362.986857966667,No Failure
8248,8392,8393,M,1502,39.4,87,298.4952646246672,299.7266626362314,6197.184209733333,No Failure
8249,8393,8394,L,1428,43.5,89,298.4952646246672,299.6592651207544,6504.976254,No Failure
8250,8394,8395,M,1566,38.1,92,298.5952516921941,299.6592651207544,6248.057023800001,No Failure
8251,8395,8396,M,1483,44.8,95,298.4952646246672,299.6592651207544,6957.4071018666655,No Failure
8252,8396,8397,H,1593,33.3,100,298.5952516921941,299.7266626362314,5555.053685699999,No Failure
8253,8397,8398,L,1724,26.4,102,298.4952646246672,299.7266626362314,4766.1690208,No Failure
8254,8399,8400,L,1294,59.4,106,298.5952516921941,299.79406015170844,8049.1305708,HDF
8255,8400,8401,L,1533,40.7,108,298.5952516921941,299.7266626362314,6533.7846343,No Failure
8256,8401,8402,H,1671,31.8,113,298.4952646246672,299.59186760527734,5564.5727034,No Failure
8257,8402,8403,L,1370,52.4,115,298.4952646246672,299.6592651207544,7517.615430666666,HDF
8258,8403,8404,L,1462,45.1,117,298.4952646246672,299.7266626362314,6904.816885266667,No Failure
8259,8404,8405,L,1545,36.6,119,298.3952775571402,299.6592651207544,5921.582991,No Failure
8260,8405,8406,M,1484,41.7,122,298.3952775571402,299.6592651207544,6480.346188400001,No Failure
8261,8406,8407,M,1344,45.3,125,298.3952775571402,299.6592651207544,6375.668409599999,HDF
8262,8407,8408,L,1357,50.1,127,298.3952775571402,299.6592651207544,7119.4398421000005,HDF
8263,8408,8409,M,1572,33.0,130,298.4952646246672,299.7266626362314,5432.437427999999,No Failure
8264,8409,8410,L,1861,26.9,132,298.4952646246672,299.7266626362314,5242.360761033333,No Failure
8265,8410,8411,L,1548,44.5,134,298.4952646246672,299.6592651207544,7213.718957999999,No Failure
8266,8411,8412,L,1496,37.7,136,298.5952516921941,299.86145766718545,5906.105424266667,No Failure
8267,8412,8413,M,1314,49.7,139,298.5952516921941,299.79406015170844,6838.801607400001,HDF
8268,8413,8414,M,1422,49.7,142,298.5952516921941,299.79406015170844,7400.8948902,No Failure
8269,8414,8415,L,1842,20.1,144,298.5952516921941,299.86145766718545,3877.1618826,No Failure
8270,8415,8416,M,1434,53.0,147,298.695238759721,299.92885518266246,7958.904106,No Failure
8271,8416,8417,M,1585,31.3,150,298.7952258272479,300.0636502136165,5195.195023166667,No Failure
8272,8417,8418,H,1704,30.7,155,298.7952258272479,300.0636502136165,5478.1789784,No Failure
8273,8418,8419,L,1971,23.2,157,298.89521289477483,300.1310477290935,4788.5371416,No Failure
8274,8419,8420,L,1431,39.9,159,298.99519996230174,300.1984452445705,5979.168335699999,No Failure
8275,8420,8421,L,1546,37.7,161,298.89521289477483,300.2658427600475,6103.501995933334,No Failure
8276,8421,8422,L,1496,36.3,163,298.89521289477483,300.1984452445705,5686.780554399999,No Failure
8277,8422,8423,H,1243,63.0,168,298.89521289477483,300.1984452445705,8200.492376999999,HDF
8278,8423,8424,L,1452,46.2,170,298.99519996230174,300.2658427600475,7024.8465672,No Failure
8279,8424,8425,L,1380,44.7,172,299.0951870298287,300.4006377910016,6459.737358,No Failure
8280,8425,8426,L,1567,38.4,174,299.1951740973556,300.4006377910016,6301.275558399999,No Failure
8281,8426,8427,L,1628,35.9,176,299.0951870298287,300.33324027552453,6120.361862266665,No Failure
8282,8427,8428,L,1505,46.1,178,299.0951870298287,300.2658427600475,7265.502833166667,No Failure
8283,8428,8429,M,1827,28.0,181,298.99519996230174,300.1984452445705,5357.039268,No Failure
8284,8429,8430,L,1577,40.0,183,298.99519996230174,300.1984452445705,6605.716573333333,No Failure
8285,8430,8431,L,1304,57.2,185,298.89521289477483,300.1310477290935,7810.914273066666,HDF
8286,8431,8432,H,1324,54.6,190,298.89521289477483,300.0636502136165,7570.226591199999,HDF
8287,8432,8433,L,1537,39.9,192,298.7952258272479,299.9962526981395,6422.0696939,No Failure
8288,8433,8434,M,1501,48.7,195,298.7952258272479,300.0636502136165,7654.871497766666,No Failure
8289,8434,8435,M,1654,29.1,198,298.695238759721,299.92885518266246,5040.3041642,No Failure
8290,8435,8436,M,1519,38.1,201,298.695238759721,299.9962526981395,6060.535516700001,TWF
8291,8436,8437,L,1371,51.3,203,298.695238759721,299.92885518266246,7365.1750119,"TWF, HDF"
8292,8437,8438,L,1181,65.9,205,298.695238759721,299.86145766718545,8150.111745366667,"TWF, HDF, OSF"
8293,8438,8439,L,1469,42.8,207,298.5952516921941,299.86145766718545,6584.060546266666,TWF
8294,8439,8440,L,1637,34.6,209,298.5952516921941,299.86145766718545,5931.342863933333,TWF
8295,8440,8441,L,1370,56.0,2,298.5952516921941,299.86145766718545,8034.092826666665,HDF
8296,8441,8442,L,1630,30.6,4,298.5952516921941,299.92885518266246,5223.207534,No Failure
8297,8442,8443,L,1517,39.0,6,298.5952516921941,299.9962526981395,6195.529638999999,No Failure
8298,8443,8444,M,1668,32.3,9,298.5952516921941,299.92885518266246,5641.9186492,No Failure
8299,8444,8445,M,1818,24.9,12,298.5952516921941,299.92885518266246,4740.470814599999,No Failure
8300,8445,8446,M,1541,36.9,15,298.5952516921941,299.9962526981395,5954.6639337,No Failure
8301,8446,8447,L,1482,42.1,17,298.4952646246672,299.92885518266246,6533.6903866,No Failure
8302,8447,8448,L,1439,49.9,19,298.5952516921941,300.0636502136165,7519.510856633334,No Failure
8303,8448,8449,L,1492,41.2,21,298.4952646246672,299.9962526981395,6437.159797866667,No Failure
8304,8449,8450,L,1725,27.8,23,298.3952775571402,299.92885518266246,5021.831614999999,No Failure
8305,8450,8451,L,1559,44.2,25,298.3952775571402,299.9962526981395,7216.001846733334,No Failure
8306,8451,8452,L,1435,42.5,27,298.4952646246672,299.9962526981395,6386.590670833333,No Failure
8307,8452,8453,M,1512,37.5,30,298.5952516921941,299.9962526981395,5937.6051,No Failure
8308,8453,8454,L,1564,37.1,32,298.5952516921941,299.92885518266246,6076.295826533333,No Failure
8309,8454,8455,L,1522,40.3,34,298.5952516921941,299.9962526981395,6423.148306466666,No Failure
8310,8455,8456,L,1356,59.5,36,298.5952516921941,299.92885518266246,8448.992145999999,HDF
8311,8456,8457,L,1556,38.6,38,298.5952516921941,299.92885518266246,6289.630731466667,No Failure
8312,8457,8458,L,1393,45.5,40,298.5952516921941,299.92885518266246,6637.289552833333,No Failure
8313,8458,8459,L,1753,26.8,42,298.695238759721,299.92885518266246,4919.771827866667,No Failure
8314,8459,8460,L,1651,29.5,44,298.695238759721,299.92885518266246,5100.319005166666,No Failure
8315,8460,8461,L,1372,54.7,46,298.695238759721,299.92885518266246,7859.043431866668,HDF
8316,8461,8462,L,1446,43.3,48,298.695238759721,299.92885518266246,6556.686825399999,No Failure
8317,8462,8463,M,1501,44.7,51,298.695238759721,299.86145766718545,7026.134619099999,No Failure
8318,8463,8464,M,1411,45.1,54,298.695238759721,299.92885518266246,6663.951179966666,No Failure
8319,8464,8465,H,1672,27.5,59,298.5952516921941,299.79406015170844,4815.010273333333,No Failure
8320,8465,8466,M,1475,40.5,62,298.695238759721,299.86145766718545,6255.691087499999,No Failure
8321,8466,8467,L,1469,38.4,64,298.695238759721,299.86145766718545,5907.1945088,No Failure
8322,8467,8468,L,1704,28.3,66,298.5952516921941,299.86145766718545,5049.917429600001,No Failure
8323,8468,8469,H,1463,39.1,71,298.5952516921941,299.79406015170844,5990.310508233333,No Failure
8324,8469,8470,M,1280,64.1,74,298.5952516921941,299.79406015170844,8592.039210666666,HDF
8325,8470,8471,L,1464,38.0,76,298.695238759721,299.92885518266246,5825.764496000001,No Failure
8326,8471,8472,L,1332,46.4,78,298.5952516921941,299.86145766718545,6472.1780544,HDF
8327,8472,8473,L,1634,37.8,80,298.4952646246672,299.79406015170844,6468.031155599999,No Failure
8328,8473,8474,M,1430,43.1,83,298.5952516921941,299.86145766718545,6454.187215666667,No Failure
8329,8474,8475,M,1523,44.6,86,298.4952646246672,299.79406015170844,7113.167134066666,No Failure
8330,8475,8476,M,1557,37.7,89,298.4952646246672,299.79406015170844,6146.929241700001,No Failure
8331,8476,8477,L,1585,32.2,91,298.4952646246672,299.7266626362314,5344.577627666668,No Failure
8332,8477,8478,H,1579,33.5,96,298.4952646246672,299.7266626362314,5539.303847833333,No Failure
8333,8478,8479,M,1354,60.8,99,298.4952646246672,299.79406015170844,8620.858062933332,HDF
8334,8479,8480,L,1627,33.4,101,298.5952516921941,299.79406015170844,5690.655182066666,No Failure
8335,8480,8481,L,1477,35.6,103,298.3952775571402,299.7266626362314,5506.285736933333,No Failure
8336,8481,8482,M,1595,29.0,106,298.29529048961336,299.59186760527734,4843.808181666666,No Failure
8337,8482,8483,L,1520,38.1,108,298.3952775571402,299.6592651207544,6064.525336,No Failure
8338,8483,8484,L,1618,31.5,110,298.29529048961336,299.59186760527734,5337.247250999999,No Failure
8339,8484,8485,L,1397,50.3,112,298.3952775571402,299.6592651207544,7358.556728966666,No Failure
8340,8485,8486,L,1450,47.9,114,298.3952775571402,299.6592651207544,7273.304448333332,No Failure
8341,8486,8487,M,1501,40.2,117,298.4952646246672,299.6592651207544,6318.8056306,No Failure
8342,8487,8488,L,1392,50.1,119,298.3952775571402,299.59186760527734,7303.065777600001,No Failure
8343,8488,8489,L,1385,43.2,121,298.3952775571402,299.59186760527734,6265.587096,No Failure
8344,8489,8490,L,1461,46.3,123,298.3952775571402,299.59186760527734,7083.688547899999,No Failure
8345,8490,8491,M,1364,58.7,126,298.4952646246672,299.7266626362314,8384.568607066665,HDF
8346,8491,8492,L,1579,38.6,128,298.4952646246672,299.6592651207544,6382.600851533333,No Failure
8347,8492,8493,M,1514,38.8,131,298.3952775571402,299.6592651207544,6151.568322933334,No Failure
8348,8493,8494,M,1560,36.9,134,298.29529048961336,299.6592651207544,6028.082892,No Failure
8349,8494,8495,L,1542,36.7,136,298.29529048961336,299.6592651207544,5926.2325442,No Failure
8350,8495,8496,L,1668,27.1,138,298.29529048961336,299.59186760527734,4733.622148400001,No Failure
8351,8496,8497,M,1816,22.6,141,298.29529048961336,299.59186760527734,4297.862671466667,No Failure
8352,8497,8498,M,1509,34.2,144,298.29529048961336,299.59186760527734,5404.3516134,No Failure
8353,8498,8499,L,1479,37.8,146,298.3952775571402,299.7266626362314,5854.4786286,No Failure
8354,8499,8500,L,1655,30.2,148,298.3952775571402,299.7266626362314,5233.993659666667,No Failure
8355,8500,8501,L,1711,30.3,150,298.29529048961336,299.6592651207544,5429.0130949,No Failure
8356,8501,8502,L,1581,34.6,152,298.3952775571402,299.79406015170844,5728.4380378,No Failure
8357,8502,8503,H,1279,55.9,157,298.5952516921941,299.86145766718545,7487.047759966666,HDF
8358,8503,8504,L,1468,40.9,159,298.4952646246672,299.86145766718545,6287.494450266666,No Failure
8359,8504,8505,L,1419,41.3,161,298.3952775571402,299.79406015170844,6137.064649099998,No Failure
8360,8505,8506,L,1530,38.6,163,298.3952775571402,299.79406015170844,6184.534074,No Failure
8361,8506,8507,L,1710,27.3,165,298.3952775571402,299.7266626362314,4888.628199,No Failure
8362,8507,8508,L,1518,39.8,167,298.3952775571402,299.79406015170844,6326.785269199999,No Failure
8363,8508,8509,M,1679,33.3,170,298.3952775571402,299.79406015170844,5854.949867099998,No Failure
8364,8509,8510,M,1870,22.5,173,298.3952775571402,299.79406015170844,4406.079975,No Failure
8365,8510,8511,L,1484,44.3,175,298.29529048961336,299.79406015170844,6884.396550266666,No Failure
8366,8511,8512,L,1457,44.2,177,298.3952775571402,299.79406015170844,6743.883701533333,No Failure
8367,8512,8513,H,1546,36.2,182,298.29529048961336,299.7266626362314,5860.657088933333,No Failure
8368,8513,8514,M,1478,36.5,185,298.1953034220864,299.6592651207544,5649.311857666667,No Failure
8369,8514,8515,L,1447,47.1,187,298.1953034220864,299.59186760527734,7137.032746100001,No Failure
8370,8515,8516,L,1443,45.4,189,298.1953034220864,299.59186760527734,6860.4157466,No Failure
8371,8516,8517,L,1527,30.9,191,298.29529048961336,299.7266626362314,4941.1241679,No Failure
8372,8517,8518,M,1469,54.8,194,298.29529048961336,299.7266626362314,8430.058830266666,No Failure
8373,8518,8519,M,1681,27.1,197,298.29529048961336,299.7266626362314,4770.514886966667,No Failure
8374,8519,8520,L,1420,44.1,199,298.29529048961336,299.7266626362314,6557.754966,No Failure
8375,8520,8521,M,1543,49.9,202,298.29529048961336,299.6592651207544,8062.964038766665,TWF
8376,8521,8522,L,1376,50.4,204,298.3952775571402,299.6592651207544,7262.350771199999,"TWF, HDF"
8377,8522,8523,H,1631,29.8,5,298.29529048961336,299.59186760527734,5089.773734733333,No Failure
8378,8523,8524,H,1529,41.7,10,298.29529048961336,299.5244700898004,6676.8526429,No Failure
8379,8524,8525,L,1468,46.2,12,298.29529048961336,299.59186760527734,7102.2553448,No Failure
8380,8525,8526,L,1378,52.3,14,298.29529048961336,299.59186760527734,7547.083544866668,HDF
8381,8526,8527,L,1401,51.9,16,298.29529048961336,299.5244700898004,7614.3659307,No Failure
8382,8527,8528,L,1531,37.4,18,298.3952775571402,299.5244700898004,5996.185281533333,No Failure
8383,8528,8529,L,1512,35.8,20,298.3952775571402,299.5244700898004,5668.433668799999,No Failure
8384,8529,8530,M,1522,47.4,23,298.4952646246672,299.59186760527734,7554.7699684,No Failure
8385,8530,8531,M,1615,31.8,26,298.4952646246672,299.5244700898004,5378.087921,No Failure
8386,8531,8532,L,1449,46.5,28,298.5952516921941,299.5244700898004,7055.8540605,No Failure
8387,8532,8533,L,1315,55.5,30,298.5952516921941,299.59186760527734,7642.703072499999,HDF
8388,8533,8534,M,1465,41.1,33,298.5952516921941,299.59186760527734,6305.328209499999,No Failure
8389,8534,8535,M,1404,43.3,36,298.5952516921941,299.6592651207544,6366.243639599999,No Failure
8390,8535,8536,L,1547,44.8,38,298.5952516921941,299.6592651207544,7257.659330133332,No Failure
8391,8536,8537,M,1426,45.4,41,298.5952516921941,299.6592651207544,6779.593107866666,No Failure
8392,8537,8538,L,1730,30.2,43,298.5952516921941,299.6592651207544,5471.183704666666,No Failure
8393,8538,8539,L,1548,37.7,45,298.4952646246672,299.59186760527734,6111.3978588,No Failure
8394,8539,8540,L,1517,40.2,47,298.4952646246672,299.59186760527734,6386.161320199999,No Failure
8395,8540,8541,L,1687,29.3,49,298.5952516921941,299.6592651207544,5176.198875633334,No Failure
8396,8541,8542,L,1738,25.2,51,298.4952646246672,299.6592651207544,4586.4700728,No Failure
8397,8542,8543,H,1512,35.3,56,298.3952775571402,299.59186760527734,5589.265600799999,No Failure
8398,8543,8544,M,1365,48.7,59,298.4952646246672,299.59186760527734,6961.2922015,HDF
8399,8544,8545,H,2011,21.0,64,298.4952646246672,299.59186760527734,4422.416243,No Failure
8400,8545,8546,L,1806,27.6,66,298.3952775571402,299.5244700898004,5219.8146168,No Failure
8401,8546,8547,L,1716,28.4,68,298.3952775571402,299.5244700898004,5103.4501232,No Failure
8402,8547,8548,M,1666,24.3,71,298.3952775571402,299.59186760527734,4239.4500414,No Failure
8403,8548,8549,L,1578,36.3,73,298.4952646246672,299.59186760527734,5998.489114199999,No Failure
8404,8549,8550,L,1558,37.2,75,298.29529048961336,299.5244700898004,6069.300552799999,No Failure
8405,8550,8551,L,1456,45.5,77,298.29529048961336,299.4570725743233,6937.468477333333,No Failure
8406,8551,8552,M,1457,49.0,80,298.1953034220864,299.3896750588464,7476.251162333333,No Failure
8407,8552,8553,L,1467,44.5,82,298.1953034220864,299.3896750588464,6836.2569195,No Failure
8408,8553,8554,M,1661,38.2,85,298.0953163545595,299.3222775433693,6644.483793933334,No Failure
8409,8554,8555,L,1592,33.9,87,298.0953163545595,299.3222775433693,5651.5947464,No Failure
8410,8555,8556,L,1596,37.2,89,298.1953034220864,299.3222775433693,6217.3322736,No Failure
8411,8556,8557,L,1489,40.6,91,298.1953034220864,299.3222775433693,6330.659896866667,No Failure
8412,8557,8558,L,1471,48.3,93,298.29529048961336,299.3222775433693,7440.259012899998,No Failure
8413,8558,8559,M,1505,41.3,96,298.29529048961336,299.3222775433693,6509.007961166667,No Failure
8414,8559,8560,L,1519,40.0,98,298.29529048961336,299.3222775433693,6362.766946666667,No Failure
8415,8560,8561,L,1408,45.4,100,298.29529048961336,299.3222775433693,6694.016196266666,No Failure
8416,8561,8562,L,1332,44.4,102,298.1953034220864,299.2548800278923,6193.204862400001,HDF
8417,8562,8563,L,1351,52.4,104,298.0953163545595,299.2548800278923,7413.356530533333,HDF
8418,8563,8564,L,1500,36.7,106,297.9953292870326,299.2548800278923,5764.81765,No Failure
8419,8564,8565,M,1614,30.7,109,297.9953292870326,299.12008499693826,5188.8385394,No Failure
8420,8565,8566,L,1489,36.5,111,297.9953292870326,299.1874825124153,5691.356803833333,No Failure
8421,8566,8567,M,1751,26.6,114,297.8953422195056,299.12008499693826,4877.486026466666,No Failure
8422,8567,8568,L,1511,45.8,116,297.9953292870326,299.12008499693826,7246.998868066666,No Failure
8423,8568,8569,L,1691,29.6,118,297.8953422195056,299.05268748146125,5241.596307466666,No Failure
8424,8569,8570,L,1757,27.5,120,297.8953422195056,299.05268748146125,5059.792494166666,No Failure
8425,8570,8571,H,1545,35.9,125,297.8953422195056,299.12008499693826,5808.3286715,No Failure
8426,8572,8573,M,1559,35.2,130,297.6953680844518,298.98528996598424,5746.680203733334,No Failure
8427,8573,8574,L,1626,32.4,132,297.59538101692493,298.9178924505072,5516.8833672,No Failure
8428,8574,8575,L,1424,53.9,134,297.59538101692493,298.8504949350302,8037.611407466666,No Failure
8429,8575,8576,M,1648,29.1,137,297.59538101692493,298.8504949350302,5022.020110400001,No Failure
8430,8576,8577,L,1523,39.5,139,297.59538101692493,298.8504949350302,6299.778067166666,No Failure
8431,8577,8578,L,1502,43.2,141,297.59538101692493,298.8504949350302,6794.882179200001,No Failure
8432,8578,8579,L,1489,40.7,143,297.495393949398,298.7830974195532,6346.252655233334,No Failure
8433,8579,8580,M,1620,31.2,146,297.39540688187105,298.7156999040762,5292.950832,No Failure
8434,8580,8581,L,1631,30.6,148,297.495393949398,298.7156999040762,5226.4119558,No Failure
8435,8581,8582,M,1429,45.8,151,297.495393949398,298.6483023885992,6853.713687933333,No Failure
8436,8582,8583,M,1334,72.0,154,297.495393949398,298.7156999040762,10058.114544,"HDF, PWF"
8437,8583,8584,L,1423,38.0,156,297.39540688187105,298.6483023885992,5662.611255333333,No Failure
8438,8584,8585,L,1390,47.7,158,297.39540688187105,298.5809048731221,6943.228058999999,No Failure
8439,8585,8586,M,1338,48.5,161,297.39540688187105,298.5809048731221,6795.573328999999,HDF
8440,8586,8587,H,1461,37.5,166,297.29541981434414,298.5809048731221,5737.3287375,No Failure
8441,8587,8588,M,1627,34.3,169,297.39540688187105,298.5809048731221,5843.996189966666,No Failure
8442,8588,8589,L,1385,44.4,171,297.29541981434414,298.51350735764515,6439.631181999999,No Failure
8443,8589,8590,M,1538,48.0,174,297.29541981434414,298.51350735764515,7730.824671999999,No Failure
8444,8590,8591,L,1557,35.5,176,297.39540688187105,298.5809048731221,5788.2224955,No Failure
8445,8591,8592,L,1606,33.4,178,297.39540688187105,298.5809048731221,5617.204807866667,No Failure
8446,8592,8593,M,1430,44.5,181,297.495393949398,298.6483023885992,6663.835988333333,No Failure
8447,8593,8594,M,1601,34.6,184,297.39540688187105,298.6483023885992,5800.904047133333,No Failure
8448,8594,8595,L,1356,51.9,186,297.39540688187105,298.6483023885992,7369.7931492,HDF
8449,8595,8596,M,1624,30.9,189,297.495393949398,298.7830974195532,5255.000424799999,No Failure
8450,8596,8597,L,1327,56.5,191,297.495393949398,298.7830974195532,7851.409368166666,HDF
8451,8597,8598,L,1410,47.0,193,297.59538101692493,298.8504949350302,6939.77231,No Failure
8452,8598,8599,L,1478,42.3,195,297.59538101692493,298.8504949350302,6547.0107282,No Failure
8453,8599,8600,L,1460,40.3,197,297.59538101692493,298.9178924505072,6161.495747333332,No Failure
8454,8600,8601,L,1435,40.3,199,297.495393949398,298.8504949350302,6055.990683166666,No Failure
8455,8601,8602,H,1359,46.9,204,297.39540688187105,298.7830974195532,6674.527866299999,"TWF, HDF"
8456,8602,8603,L,1729,31.7,206,297.39540688187105,298.7156999040762,5739.6116262333335,TWF
8457,8603,8604,H,1384,49.1,211,297.29541981434414,298.6483023885992,7116.162116533334,TWF
8458,8604,8605,L,1297,52.1,213,297.39540688187105,298.7830974195532,7076.2953394333335,"TWF, HDF, OSF"
8459,8605,8606,L,1633,33.3,215,297.495393949398,298.9178924505072,5694.540281699999,TWF
8460,8606,8607,M,1505,37.2,218,297.495393949398,298.9178924505072,5862.835258000001,TWF
8461,8607,8608,L,1433,50.0,220,297.495393949398,298.9178924505072,7503.164116666668,TWF
8462,8608,8609,L,1369,50.6,222,297.39540688187105,298.9178924505072,7254.077917533333,"TWF, HDF, OSF"
8463,8609,8610,L,1475,40.5,224,297.39540688187105,298.8504949350302,6255.691087499999,TWF
8464,8610,8611,L,1561,38.3,2,297.39540688187105,298.8504949350302,6260.801407233333,No Failure
8465,8611,8612,L,1472,45.5,4,297.39540688187105,298.8504949350302,7013.704394666666,No Failure
8466,8612,8613,L,1441,44.5,6,297.495393949398,298.9178924505072,6715.096265166667,No Failure
8467,8613,8614,M,1401,50.5,9,297.495393949398,298.98528996598424,7408.9687765,No Failure
8468,8614,8615,L,1691,33.1,11,297.495393949398,298.98528996598424,5861.379654633333,No Failure
8469,8615,8616,L,1382,47.1,13,297.59538101692493,299.05268748146125,6816.4334866,No Failure
8470,8616,8617,L,1355,46.4,15,297.59538101692493,299.05268748146125,6583.934882666666,HDF
8471,8617,8618,L,1529,45.3,17,297.59538101692493,299.05268748146125,7253.271576099999,No Failure
8472,8618,8619,L,1829,24.9,19,297.6953680844518,299.12008499693826,4769.1535313,No Failure
8473,8619,8620,H,1480,39.8,24,297.59538101692493,299.05268748146125,6168.407245333332,No Failure
8474,8620,8621,L,1475,42.4,26,297.59538101692493,298.98528996598424,6549.167953333333,No Failure
8475,8621,8622,M,1431,52.6,29,297.59538101692493,298.98528996598424,7882.312141799999,No Failure
8476,8622,8623,L,1437,42.3,31,297.495393949398,298.8504949350302,6365.395410299999,No Failure
8477,8623,8624,M,1476,45.6,34,297.495393949398,298.8504949350302,7048.2199968,No Failure
8478,8624,8625,H,1490,39.7,39,297.495393949398,298.9178924505072,6194.482442333334,No Failure
8479,8625,8626,L,1632,33.5,41,297.39540688187105,298.8504949350302,5725.233616,No Failure
8480,8626,8627,L,1402,49.7,43,297.39540688187105,298.7830974195532,7296.803541533333,No Failure
8481,8627,8628,L,1347,45.8,45,297.39540688187105,298.8504949350302,6460.428507799999,HDF
8482,8628,8629,L,1747,31.0,47,297.495393949398,298.9178924505072,5671.302987666667,No Failure
